planet_name,num_planets,period,axis,density,distance,mass_e,radius_e,star_temp,star_mass,star_radius,star_type_num,star_type,disc_method,link
HD 136418 b,1,464.3,1.32,,106.38,,,5071,1.33,3.4,4.5,G5,Radial Velocity,http://exoplanet.eu/catalog/hd_136418_b/
CoRoT-10 b,1,13.2406,0.1055,3.7,345,874,10.87,5075,0.89,0.79,5.1,K1 V,Transit,http://exoplanet.eu/catalog/corot-10_b/
HD 7924 b,3,5.39792,0.05664,,16.82,,,5075,0.83,0.78,5.05,K0.5 V,Radial Velocity,http://exoplanet.eu/catalog/hd_7924_b/
HD 7924 c,3,15.299,0.1134,,16.82,,,5075,0.83,0.78,5.05,K0.5 V,Radial Velocity,http://exoplanet.eu/catalog/hd_7924_c/
HD 7924 d,3,24.451,0.1551,,16.82,,,5075,0.83,0.78,5.05,K0.5 V,Radial Velocity,http://exoplanet.eu/catalog/hd_7924_d/
Kepler-161 b,2,4.921355,0.054,,,,2.12,5078,0.77,0.81,,,Transit,http://exoplanet.eu/catalog/kepler-161_b/
Kepler-161 c,2,7.06424,0.068,,,,2.05,5078,0.77,0.81,,,Transit,http://exoplanet.eu/catalog/kepler-161_c/
HAT-P-26 b,1,4.234516,0.0479,0.4,134,18.751,6.333,5079,0.82,0.79,5.1,K1,Transit,http://exoplanet.eu/catalog/hat-p-26_b/
CoRoT-8 b,1,6.21229,0.063,1.6,380,69.92,6.39,5080,0.88,0.77,5.1,K1 V,Transit,http://exoplanet.eu/catalog/corot-8_b/
Kepler-152 b,2,18.207973,0.124,,,,2.79,5088,,0.72,,,Transit,http://exoplanet.eu/catalog/kepler-152_b/
Kepler-152 c,2,88.255055,0.356,,,,2.39,5088,,0.72,,,Transit,http://exoplanet.eu/catalog/kepler-152_c/
HIP 116454 b,1,9.1205,0.0906,4.17,55.2,11.82,2.53,5089,0.78,0.72,5.1,K1,Transit,
Kepler-156 b,2,4.973456,0.054,,,,2.3,5094,,0.81,,,Transit,http://exoplanet.eu/catalog/kepler-156_b/
Kepler-156 c,2,15.906801,0.117,,,,2.55,5094,,0.81,,,Transit,http://exoplanet.eu/catalog/kepler-156_c/
24 Sex b,2,452.8,1.333,,74.79,,,5098,1.54,4.9,5,K0 IV,Radial Velocity,http://exoplanet.eu/catalog/24_sex_b/
24 Sex c,2,883,2.08,,74.79,,,5098,1.54,4.9,5,K0 IV,Radial Velocity,http://exoplanet.eu/catalog/24_sex_c/
Kepler-261 b,2,10.381227,0.088,,,,2.18,5098,0.87,0.79,,,Transit,http://exoplanet.eu/catalog/kepler-261_b/
Kepler-261 c,2,24.570858,0.156,,,,2,5098,0.87,0.79,,,Transit,http://exoplanet.eu/catalog/kepler-261_c/
Kepler-245 b,3,7.49019,0.071,,,,2.57,5100,0.8,0.8,,,Transit,http://exoplanet.eu/catalog/kepler-245_b/
Kepler-245 c,3,17.460812,0.124,,,,2.18,5100,0.8,0.8,,,Transit,http://exoplanet.eu/catalog/kepler-245_c/
Kepler-245 d,3,36.277108,0.202,,,,3.03,5100,0.8,0.8,,,Transit,http://exoplanet.eu/catalog/kepler-245_d/
Kepler-247 b,3,3.33616,0.042,,,,1.64,5100,,0.77,,,Transit,http://exoplanet.eu/catalog/kepler-247_b/
Kepler-247 c,3,9.439452,0.084,,,,4.09,5100,,0.77,,,Transit,http://exoplanet.eu/catalog/kepler-247_c/
Kepler-247 d,3,20.477912,0.14,,,,3.94,5100,,0.77,,,Transit,http://exoplanet.eu/catalog/kepler-247_d/
Kepler-305 b,3,5.487,,,,10.5,3.6,5100,0.76,0.79,,,Transit,http://exoplanet.eu/catalog/kepler-305_b/
Kepler-305 c,3,8.291,,,,6,3.3,5100,0.76,0.79,,,Transit,http://exoplanet.eu/catalog/kepler-305_c/
Kepler-305 d,3,16.738661,0.121,,,,2.71,5100,0.76,0.79,,,Transit,http://exoplanet.eu/catalog/kepler-305_d/
WASP-45 b,1,3.126096,0.0405,1.275,,318.46566,11.119,5100,0.9,0.92,5.2,K2 V,Transit,http://exoplanet.eu/catalog/wasp-45_b/
Kepler-326 b,3,2.248329,0.032,,,,1.52,5105,0.98,0.8,,,Transit,http://exoplanet.eu/catalog/kepler-326_b/
Kepler-326 c,3,4.580358,0.051,,,,1.4,5105,0.98,0.8,,,Transit,http://exoplanet.eu/catalog/kepler-326_c/
Kepler-326 d,3,6.766888,0.066,,,,1.21,5105,0.98,0.8,,,Transit,http://exoplanet.eu/catalog/kepler-326_d/
Kepler-190 b,2,2.019999,0.03,,,,1.56,5106,0.84,0.8,,,Transit,http://exoplanet.eu/catalog/kepler-190_b/
Kepler-190 c,2,3.763024,0.045,,,,1.46,5106,0.84,0.8,,,Transit,http://exoplanet.eu/catalog/kepler-190_c/
HD 215497 b,2,3.93404,0.047,,43.53,,,5113,0.87,,5.3,K3 V,Radial Velocity,http://exoplanet.eu/catalog/hd_215497_b/
HD 215497 c,2,567.94,1.282,,43.53,,,5113,0.87,,5.3,K3 V,Radial Velocity,http://exoplanet.eu/catalog/hd_215497_c/
Kepler-330 b,2,8.25978,0.075,,,,1.35,5117,0.78,0.72,,,Transit,http://exoplanet.eu/catalog/kepler-330_b/
Kepler-330 c,2,15.955387,0.116,,,,1.95,5117,0.78,0.72,,,Transit,http://exoplanet.eu/catalog/kepler-330_c/
Kepler-229 b,3,6.252972,0.062,,,,2.2,5120,,0.73,,,Transit,http://exoplanet.eu/catalog/kepler-229_b/
Kepler-229 c,3,16.068638,0.117,,,,4.92,5120,,0.73,,,Transit,http://exoplanet.eu/catalog/kepler-229_c/
Kepler-229 d,3,41.194912,0.22,,,,3.85,5120,,0.73,,,Transit,http://exoplanet.eu/catalog/kepler-229_d/
HD 212771 b,1,373.3,1.22,,121.8,,,5121,1.15,5,4.8,G8 IV,Radial Velocity,http://exoplanet.eu/catalog/hd_212771_b/
HD 108341 b,1,1129,2,,49.4,,,5122,0.84,0.79,5.2,K2 V,Radial Velocity,
Kepler-211 b,2,4.138575,0.048,,,,1.26,5123,0.97,0.82,,,Transit,http://exoplanet.eu/catalog/kepler-211_b/
Kepler-211 c,2,6.04045,0.062,,,,1.29,5123,0.97,0.82,,,Transit,http://exoplanet.eu/catalog/kepler-211_c/
HD 166724 b,1,5144,5.42,,42.99,,,5127,0.81,,5,K0 IV-V,Radial Velocity,http://exoplanet.eu/catalog/hd_166724_b/
Kepler-196 b,2,20.739886,0.138,,,,1.9,5128,,0.78,,,Transit,http://exoplanet.eu/catalog/kepler-196_b/
Kepler-196 c,2,47.427737,0.24,,,,2.24,5128,,0.78,,,Transit,http://exoplanet.eu/catalog/kepler-196_c/
WASP-89 b,1,3.3564227,0.0427,7,,1875.197,11.657,5130,0.92,0.88,5.3,K3,Transit,http://exoplanet.eu/catalog/wasp-89_b/
HAT-P-52 b,1,2.7535953,0.03694,0.98,385,259.98494,11.31,5131,0.89,0.89,,,Transit,http://exoplanet.eu/catalog/hat-p-52_b/
K2-15 b,1,11.8104,0.091,,437,,2.48,5131,0.72,0.68,,,Transit,
HD 114783 b,1,493.7,1.16,,20.4,,,5135,0.85,,5,K0,Radial Velocity,http://exoplanet.eu/catalog/hd_114783_b/
Kepler-57 b,2,5.7293196,,,,5994.02,2.19,5145,0.83,0.73,,,Transit,http://exoplanet.eu/catalog/kepler-57_b/
Kepler-57 c,2,11.6092567,,,,2208.83,1.55,5145,0.83,0.73,,,Transit,http://exoplanet.eu/catalog/kepler-57_c/
Kepler-290 b,2,14.589347,0.11,,,,2.25,5147,,0.74,,,Transit,http://exoplanet.eu/catalog/kepler-290_b/
Kepler-290 c,2,36.77031,0.205,,,,2.7,5147,,0.74,,,Transit,http://exoplanet.eu/catalog/kepler-290_c/
CoRoT-28 b,1,5.20851,0.0603,0.69,560,153.82972,10.705,5150,1.01,1.78,4.85,G8/9 IV,Transit,http://exoplanet.eu/catalog/corot-28_b/
Kepler-428 b,1,3.52563254,0.0433,1.02,720,403.63,12.11,5150,0.87,0.8,5.1,K1 V,Transit,http://exoplanet.eu/catalog/koi-830_b/
WASP-23 b,1,2.9444256,0.0376,,,280.95,10.783,5150,0.78,0.77,,,Transit,http://exoplanet.eu/catalog/wasp-23_b/
GJ 86 b,1,15.76491,0.113,,10.91,,,5151,0.77,,5.1,K1 V,Radial Velocity,http://exoplanet.eu/catalog/gl_86_b/
Kepler-250 b,3,4.148141,0.048,,,,1.13,5160,0.8,0.81,,,Transit,http://exoplanet.eu/catalog/kepler-250_b/
Kepler-250 c,3,7.156804,0.069,,,,2.28,5160,0.8,0.81,,,Transit,http://exoplanet.eu/catalog/kepler-250_c/
Kepler-250 d,3,17.648312,0.127,,,,2.18,5160,0.8,0.81,,,Transit,http://exoplanet.eu/catalog/kepler-250_d/
HD 200964 b,2,613.8,1.601,,68.35,,,5164,1.44,4.3,4.8,G8 IV,Radial Velocity,http://exoplanet.eu/catalog/hd_200964_b/
HD 200964 c,2,825,1.95,,68.35,,,5164,1.44,4.3,4.8,G8 IV,Radial Velocity,http://exoplanet.eu/catalog/hd_200964_c/
HD 192310 b,2,74.72,0.32,,8.82,,,5166,0.8,,5.3,K3 V,Radial Velocity,http://exoplanet.eu/catalog/gl_785_b/
HD 192310 c,2,525.8,1.18,,8.82,,,5166,0.8,,5.3,K3 V,Radial Velocity,http://exoplanet.eu/catalog/hd_192310_c/
Kepler-390 b,2,6.738088,0.065,,,,0.82,5166,0.67,0.78,,,Transit,http://exoplanet.eu/catalog/kepler-390_b/
Kepler-390 c,2,13.060022,0.101,,,,0.79,5166,0.67,0.78,,,Transit,http://exoplanet.eu/catalog/kepler-390_c/
HD 97658 b,1,9.4903,0.08,3.9,21.3,7.55,2.247,5170,0.77,0.74,5.1,K1,Radial Velocity,http://exoplanet.eu/catalog/hd_97658_b/
Kepler-425 b,1,3.79701816,0.0464,0.27,650,79.45,10.962,5170,0.93,0.86,5.1,K1 V,Transit,
TrES-5 b,1,1.48224686,0.02459,1.31,360,568.9157,13.384,5171,0.9,0.87,,,Transit,http://exoplanet.eu/catalog/tres-5_/
Kepler-386 b,2,12.31043,0.096,,,,1.39,5178,0.74,0.77,,,Transit,http://exoplanet.eu/catalog/kepler-386_b/
Kepler-386 c,2,25.193458,0.155,,,,1.58,5178,0.74,0.77,,,Transit,http://exoplanet.eu/catalog/kepler-386_c/
Kepler-257 b,3,2.382667,0.034,,,,2.61,5180,,1.04,,,Transit,http://exoplanet.eu/catalog/kepler-257_b/
Kepler-257 c,3,6.581484,0.066,,,,5.41,5180,,1.04,,,Transit,http://exoplanet.eu/catalog/kepler-257_c/
Kepler-257 d,3,24.664551,0.16,,,,4.95,5180,,1.04,,,Transit,http://exoplanet.eu/catalog/kepler-257_d/
HAT-P-3 b,1,2.899736,0.03866,1.29,138,187.83,9.27,5185,0.92,0.8,5,K,Transit,http://exoplanet.eu/catalog/hat-p-3_b/
HD 85390 b,1,788,1.52,,33.96,,,5186,0.76,,5.1,K1 V,Radial Velocity,http://exoplanet.eu/catalog/hd_85390_b/
Kepler-137 b,2,8.436387,0.077,,,,1.47,5187,,0.8,,,Transit,http://exoplanet.eu/catalog/kepler-137_b/
Kepler-137 c,2,18.735753,0.13,,,,1.88,5187,,0.8,,,Transit,http://exoplanet.eu/catalog/kepler-137_c/
Kepler-248 b,2,6.308205,0.066,,,,3.02,5190,,0.83,,,Transit,http://exoplanet.eu/catalog/kepler-248_b/
Kepler-248 c,2,16.239494,0.123,,,,4.07,5190,,0.83,,,Transit,http://exoplanet.eu/catalog/kepler-248_c/
HD 2638 b,1,3.4442,0.044,,53.71,,,5192,0.93,,4.5,G5,Radial Velocity,http://exoplanet.eu/catalog/hd_2638_b/
Kepler-324 b,2,4.385315,0.05,,,,1.14,5194,0.86,0.84,,,Transit,http://exoplanet.eu/catalog/kepler-324_b/
Kepler-324 c,2,51.805612,0.26,,,,3.15,5194,0.86,0.84,,,Transit,http://exoplanet.eu/catalog/kepler-324_c/
Kepler-48 b,4,4.7779803,,,,1887.83,2.14,5194,0.88,0.89,,,Transit,http://exoplanet.eu/catalog/kepler-48_b/
Kepler-48 c,4,9.6739283,,,,3689.85,3.14,5194,0.88,0.89,,,Transit,http://exoplanet.eu/catalog/kepler-48_c/
Kepler-48 d,4,42.8961,,5.08,,7.93,2.04,5194,0.88,0.89,,,Transit,
Kepler-48 e,4,982,,,,657,,5194,0.88,0.89,,,Radial Velocity,
55 Cnc b,5,14.65152,0.115227,,12.53,263.9785,,5196,0.91,0.94,4.8,G8 V,Radial Velocity,http://exoplanet.eu/catalog/55_cnc_b/
55 Cnc c,5,44.4175,0.241376,,12.53,54.4738,,5196,0.91,0.94,4.8,G8 V,Radial Velocity,http://exoplanet.eu/catalog/55_cnc_c/
55 Cnc d,5,4825,5.503,,12.53,1232.493,,5196,0.91,0.94,4.8,G8 V,Radial Velocity,http://exoplanet.eu/catalog/55_cnc_d/
55 Cnc e,5,,0.01544,6.3,12.53,8.08,1.92,5196,0.91,0.94,4.8,G8 V,Radial Velocity,http://exoplanet.eu/catalog/55_cnc_e/
55 Cnc f,5,262,0.788,,12.53,44.812,,5196,0.91,0.94,4.8,G8 V,Radial Velocity,http://exoplanet.eu/catalog/55_cnc_f/
Kepler-75 b,1,8.8849116,0.0818,11,1140,3209.9,11.77,5200,0.91,0.89,5,K0 V,Transit,http://exoplanet.eu/catalog/kepler-75_b/
WASP-2 b,1,2.152226,0.03138,0.92,166,290.802,12.005,5200,0.89,0.84,5.1,K1 V,Transit,http://exoplanet.eu/catalog/wasp-2_b/
WASP-42 b,1,4.9816872,0.0548,0.528,160,158.908,12.106,5200,0.88,0.86,,,Transit,http://exoplanet.eu/catalog/wasp-42_b/
Kepler-246 b,2,4.60182,0.052,,,,2.34,5206,0.86,0.83,,,Transit,http://exoplanet.eu/catalog/kepler-246_b/
Kepler-246 c,2,11.187161,0.095,,,,1.5,5206,0.86,0.83,,,Transit,http://exoplanet.eu/catalog/kepler-246_c/
Kepler-185 b,2,1.6329,0.026,,,,1.17,5208,0.79,0.81,,,Transit,http://exoplanet.eu/catalog/kepler-185_b/
Kepler-185 c,2,20.729042,0.139,,,,2.02,5208,0.79,0.81,,,Transit,http://exoplanet.eu/catalog/kepler-185_c/
Kepler-253 b,3,3.783986,0.046,,,,1.63,5208,,0.79,,,Transit,http://exoplanet.eu/catalog/kepler-253_b/
Kepler-253 c,3,10.281951,0.089,,,,2.65,5208,,0.79,,,Transit,http://exoplanet.eu/catalog/kepler-253_c/
Kepler-253 d,3,18.119869,0.13,,,,3.17,5208,,0.79,,,Transit,http://exoplanet.eu/catalog/kepler-253_d/
Kepler-165 b,2,8.180848,0.072,,,,2.32,5211,,0.77,,,Transit,http://exoplanet.eu/catalog/kepler-165_b/
Kepler-165 c,2,15.31299,0.11,,,,2.23,5211,,0.77,,,Transit,http://exoplanet.eu/catalog/kepler-165_c/
Kepler-352 b,2,10.05537,0.085,,,,0.86,5212,0.79,0.78,,,Transit,http://exoplanet.eu/catalog/kepler-352_b/
Kepler-352 c,2,16.332995,0.118,,,,1.24,5212,0.79,0.78,,,Transit,http://exoplanet.eu/catalog/kepler-352_c/
HD 192699 b,1,345.53,1.15,,67.39,,,5220,1.68,3.9,4.8,G8 IV,Radial Velocity,http://exoplanet.eu/catalog/hd_192699_b/
HD 3651 b,1,62.218,0.295,,11.1,,,5221,0.88,,5,K0 V,Radial Velocity,http://exoplanet.eu/catalog/hd_3651_b/
HD 38801 b,1,696.3,1.7,,99.4,,,5222,1.36,2.53,4.8,G8 IV,Radial Velocity,http://exoplanet.eu/catalog/hd_38801_b/
HATS-2 b,1,1.354133,0.023,1.05,360,427.463,13.092,5227,0.88,0.9,5,K,Transit,http://exoplanet.eu/catalog/hats-2_b/
Kepler-243 b,2,5.715442,0.062,,,,2.45,5228,0.89,0.84,,,Transit,http://exoplanet.eu/catalog/kepler-243_b/
Kepler-243 c,2,20.026218,0.142,,,,1.99,5228,0.89,0.84,,,Transit,http://exoplanet.eu/catalog/kepler-243_c/
TrES-1 b,1,3.030065,0.03925,0.769,150,238.998,11.96,5230,0.88,0.81,5,K0 V,Transit,http://exoplanet.eu/catalog/tres-1_/
Kepler-176 b,3,5.433074,0.058,,,,1.43,5232,,0.89,,,Transit,http://exoplanet.eu/catalog/kepler-176_b/
Kepler-176 c,3,12.759712,0.102,,,,2.6,5232,,0.89,,,Transit,http://exoplanet.eu/catalog/kepler-176_c/
Kepler-176 d,3,25.751974,0.163,,,,2.51,5232,,0.89,,,Transit,http://exoplanet.eu/catalog/kepler-176_d/
Kepler-189 b,2,10.399931,0.088,,,,1.21,5235,0.79,0.75,,,Transit,http://exoplanet.eu/catalog/kepler-189_b/
Kepler-189 c,2,20.134866,0.137,,,,2.38,5235,0.79,0.75,,,Transit,http://exoplanet.eu/catalog/kepler-189_c/
HD 137388 A b,1,330,0.89,,38.45,,,5240,0.86,0.82,5.2,K2 IV,Radial Velocity,http://exoplanet.eu/catalog/hd_137388_b/
WASP-67 b,1,4.61442,0.0517,0.213,225,133.483,15.693,5240,0.87,0.87,,,Transit,http://exoplanet.eu/catalog/wasp-67_b/
omi UMa b,1,1630,3.9,,56.31,,,5242,3.09,14.1,4.5,G5 III,Radial Velocity,http://exoplanet.eu/catalog/omi_uma_b/
Kepler-221 b,4,2.795906,0.037,,,,1.71,5243,0.72,0.82,,,Transit,http://exoplanet.eu/catalog/kepler-221_b/
Kepler-221 c,4,5.690586,0.059,,,,2.93,5243,0.72,0.82,,,Transit,http://exoplanet.eu/catalog/kepler-221_c/
Kepler-221 d,4,10.04156,0.087,,,,2.73,5243,0.72,0.82,,,Transit,http://exoplanet.eu/catalog/kepler-221_d/
Kepler-221 e,4,18.369917,0.13,,,,2.63,5243,0.72,0.82,,,Transit,http://exoplanet.eu/catalog/kepler-221_e/
HAT-P-17 b,2,10.338523,0.0882,0.64,90,169.71,11.321,5246,0.86,0.84,5,K,Transit,http://exoplanet.eu/catalog/hat-p-17_b/
HAT-P-17 c,2,5584,5.6,,90,,,5246,0.86,0.84,5,K,Radial Velocity,http://exoplanet.eu/catalog/hat-p-17_c/
Kepler-260 b,2,8.187399,0.075,,,,2.01,5250,0.88,0.86,,,Transit,http://exoplanet.eu/catalog/kepler-260_b/
Kepler-260 c,2,76.050178,0.332,,,,1.74,5250,0.88,0.86,,,Transit,http://exoplanet.eu/catalog/kepler-260_c/
CoRoT-7 b,2,0.85359159,0.017016,7.5,153.7,5.74,1.585,5259,0.91,0.82,4.9,G9 V,Transit,http://exoplanet.eu/catalog/corot-7_b/
CoRoT-7 c,2,3.698,0.046,,153.7,8.4,,5259,0.91,0.82,4.9,G9 V,Radial Velocity,http://exoplanet.eu/catalog/corot-7_c/
CoRoT-29 b,1,2.85057,0.0386,1.45,765,270.1555,10.088,5260,0.97,0.9,5,K0 V,Transit,http://exoplanet.eu/catalog/corot-29_b/
Kepler-263 b,2,16.568087,0.12,,,,2.67,5265,,0.79,,,Transit,http://exoplanet.eu/catalog/kepler-263_b/
Kepler-263 c,2,47.332773,0.242,,,,2.47,5265,,0.79,,,Transit,http://exoplanet.eu/catalog/kepler-263_c/
HD 99109 b,1,439.3,1.105,,60.46,,,5272,0.93,,4.9,G8/K0 IV,Radial Velocity,http://exoplanet.eu/catalog/hd_99109_b/
Kepler-148 b,2,1.729366,0.028,,,,1.8,5272,,0.85,,,Transit,http://exoplanet.eu/catalog/kepler-148_b/
Kepler-148 c,2,4.180043,0.05,,,,3.6,5272,,0.85,,,Transit,http://exoplanet.eu/catalog/kepler-148_c/
Kepler-118 b,2,7.518496,0.073,,,,1.96,5274,0.86,1.09,,,Transit,http://exoplanet.eu/catalog/kepler-118_b/
Kepler-118 c,2,20.17202,0.141,,,,7.68,5274,0.86,1.09,,,Transit,http://exoplanet.eu/catalog/kepler-118_c/
Kepler-191 b,2,9.939632,0.087,,,,1.34,5282,0.85,0.79,,,Transit,http://exoplanet.eu/catalog/kepler-191_b/
Kepler-191 c,2,17.738506,0.128,,,,1.86,5282,0.85,0.79,,,Transit,http://exoplanet.eu/catalog/kepler-191_c/
HD 46375 b,1,3.023573,0.0398,,33.41,,,5285,0.92,,5.1,K1 IV-V,Radial Velocity,http://exoplanet.eu/catalog/hd_46375_b/
HAT-P-44 b,2,4.301219,0.0507,0.23,363,111.871,13.922,5295,0.94,0.95,,,Transit,http://exoplanet.eu/catalog/hat-p-44_b/
HAT-P-44 c,2,872.2,1.752,,363,,,5295,0.94,0.95,,,Radial Velocity,http://exoplanet.eu/catalog/hat-p-44_c/
Kepler-272 b,3,2.971353,0.038,,,,1.43,5297,0.79,0.93,,,Transit,http://exoplanet.eu/catalog/kepler-272_b/
Kepler-272 c,3,6.057342,0.061,,,,1.79,5297,0.79,0.93,,,Transit,http://exoplanet.eu/catalog/kepler-272_c/
Kepler-272 d,3,10.937304,0.091,,,,2.25,5297,0.79,0.93,,,Transit,http://exoplanet.eu/catalog/kepler-272_d/
Kepler-292 b,5,2.580827,0.035,,,,1.32,5299,0.88,0.83,,,Transit,http://exoplanet.eu/catalog/kepler-292_b/
Kepler-292 c,5,3.715335,0.045,,,,1.47,5299,0.88,0.83,,,Transit,http://exoplanet.eu/catalog/kepler-292_c/
Kepler-292 d,5,7.055679,0.068,,,,2.23,5299,0.88,0.83,,,Transit,http://exoplanet.eu/catalog/kepler-292_d/
Kepler-292 e,5,11.97901,0.097,,,,2.67,5299,0.88,0.83,,,Transit,http://exoplanet.eu/catalog/kepler-292_e/
Kepler-292 f,5,20.834237,0.141,,,,2.35,5299,0.88,0.83,,,Transit,http://exoplanet.eu/catalog/kepler-292_f/
HAT-P-27 b,1,3.039577,0.04,,204,197.05,11.43,5300,0.94,0.9,4.8,G8,Transit,http://exoplanet.eu/catalog/hat-p-27-wasp-40_b/
HAT-P-22 b,1,3.21222,0.0414,2.11,82,682.352,12.106,5302,0.92,1.04,4.5,G5,Transit,http://exoplanet.eu/catalog/hat-p-22_b/
Kepler-179 b,2,2.735926,0.036,,,,1.64,5302,,0.76,,,Transit,http://exoplanet.eu/catalog/kepler-179_b/
Kepler-179 c,2,6.40013,0.064,,,,2,5302,,0.76,,,Transit,http://exoplanet.eu/catalog/kepler-179_c/
HD 103197 b,1,47.84,0.249,,49.33,,,5303,0.9,,5.1,K1 V(P),Radial Velocity,http://exoplanet.eu/catalog/hd_103197_b/
HATS-5 b,1,4.763387,0.0542,0.39,257,75.323,10.223,5304,0.94,0.87,4,G,Transit,http://exoplanet.eu/catalog/hats-5_b/
Kepler-397 b,2,22.250949,0.144,,,,2.46,5307,,0.77,,,Transit,http://exoplanet.eu/catalog/kepler-397_b/
Kepler-397 c,2,135.498527,0.48,,,,6.18,5307,,0.77,,,Transit,http://exoplanet.eu/catalog/kepler-397_c/
Kepler-421 b,1,704.1984,1.219,,320,,4.16,5308,0.79,0.76,4.95,G9/K0,Transit,http://exoplanet.eu/catalog/kepler-421_b/
Kepler-46 b,3,33.60134,0.1968,14,855,1907,9.057,5309,0.9,0.79,,,Transit,http://exoplanet.eu/catalog/kepler-46_b/
Kepler-46 c,3,57.011,0.2799,,855,119.499,,5309,0.9,0.79,,,Transit Timing Variations,http://exoplanet.eu/catalog/kepler-46_c/
Kepler-46 d,3,6.766589,0.067,,855,,1.64,5309,0.9,0.79,,,Transit,http://exoplanet.eu/catalog/kepler-46_d/
14 Her b,1,1773.4,2.77,,18.15,,,5311,0.9,,5,K0 V,Radial Velocity,http://exoplanet.eu/catalog/14_her_b/
Kepler-121 b,2,3.177422,0.039,,,,2.34,5311,,0.7,,,Transit,http://exoplanet.eu/catalog/kepler-121_b/
Kepler-121 c,2,41.008011,0.216,,,,2.27,5311,,0.7,,,Transit,http://exoplanet.eu/catalog/kepler-121_c/
HD 45652 b,1,43.6,0.23,,36.14,,,5312,0.83,,4.9,G8-K0,Radial Velocity,http://exoplanet.eu/catalog/hd_45652_b/
HD 95872 b,1,4375,5.2,,7.56,,,5312,0.95,,5,K0 V,Radial Velocity,http://exoplanet.eu/catalog/hd_95872_b/
WASP-84 b,1,8.5234865,0.0771,1.104,125,220.565,10.559,5314,0.84,0.75,5,K0,Transit,
HD 73267 b,1,1260,2.198,,54.91,,,5317,0.89,1.04,4.5,G5 V,Radial Velocity,http://exoplanet.eu/catalog/hd_73267_b/
Pr0211 b,1,2.1451,,,,,,5326,0.95,0.87,,,Radial Velocity,http://exoplanet.eu/catalog/pr0211_b/
Kepler-195 b,2,8.307872,0.077,,,,2.03,5329,,0.78,,,Transit,http://exoplanet.eu/catalog/kepler-195_b/
Kepler-195 c,2,34.096863,0.197,,,,1.55,5329,,0.78,,,Transit,http://exoplanet.eu/catalog/kepler-195_c/
HAT-P-38 b,1,4.640382,0.0523,0.59,249,84.857,9.247,5330,0.89,0.92,,,Transit,http://exoplanet.eu/catalog/hat-p-38_b/
Kepler-67 b,1,15.7259,0.1171,,1107,,2.94,5331,0.86,0.78,4.9,G9 V,Transit,http://exoplanet.eu/catalog/kepler-67_b/
XO-2 N b,1,2.61585922,0.03673,0.7,145.5,189.737,11.422,5332,0.97,1.01,5,K0 V,Transit,http://exoplanet.eu/catalog/xo-2_b/
Kepler-181 b,2,3.137873,0.04,,,,1.27,5333,,0.75,,,Transit,http://exoplanet.eu/catalog/kepler-181_b/
Kepler-181 c,2,4.302149,0.049,,,,1.99,5333,,0.75,,,Transit,http://exoplanet.eu/catalog/kepler-181_c/
Kepler-18 b,3,3.504725,0.0447,4.9,,6.9,2,5345,0.97,1.11,,,Transit,http://exoplanet.eu/catalog/kepler-18_b/
Kepler-18 c,3,7.64159,0.0752,0.59,,17.3,5.49,5345,0.97,1.11,,,Transit,http://exoplanet.eu/catalog/kepler-18_c/
Kepler-18 d,3,14.85888,0.1172,0.27,,16.4,6.98,5345,0.97,1.11,,,Transit,http://exoplanet.eu/catalog/kepler-18_d/
HATS-14 b,1,2.7667641,0.03815,1.191,513,340.39593,11.646,5346,0.97,0.93,,,Transit,http://exoplanet.eu/catalog/hats-14_b/
Kepler-233 b,2,8.472382,0.077,,,,2.43,5360,,0.76,,,Transit,http://exoplanet.eu/catalog/kepler-233_b/
Kepler-233 c,2,60.418955,0.287,,,,2.71,5360,,0.76,,,Transit,http://exoplanet.eu/catalog/kepler-233_c/
HD 106515 A b,1,3630,4.59,,36.36,,,5362,0.97,1.62,4.5,G5,Radial Velocity,http://exoplanet.eu/catalog/hd_106515a_b/
HD 219077 b,1,5501,6.22,,29.2,,,5362,1.05,1.91,4.8,G8 V,Radial Velocity,http://exoplanet.eu/catalog/hd_219077_b/
HATS-9 b,1,1.9153073,0.03048,0.85,622,266.02371,11.938,5366,1.03,1.5,,,Transit,http://exoplanet.eu/catalog/hats-9_b/
HD 77338 b,1,5.7361,0.0614,,41.27,15.9,,5370,0.93,0.88,5,K0 IV,Radial Velocity,http://exoplanet.eu/catalog/hd_77338_b/
WASP-6 b,1,3.36100208,0.0414,0.325,,154.14755,13.787,5375,0.84,0.86,,,Transit,http://exoplanet.eu/catalog/wasp-6_b/
Kepler-389 b,2,3.244107,0.041,,,,1.51,5376,0.78,0.79,,,Transit,http://exoplanet.eu/catalog/kepler-389_b/
Kepler-389 c,2,14.51143,0.11,,,,1.46,5376,0.78,0.79,,,Transit,http://exoplanet.eu/catalog/kepler-389_c/
Kepler-314 b,2,2.461069,0.035,,,,0.83,5378,1.02,0.95,,,Transit,http://exoplanet.eu/catalog/kepler-314_b/
Kepler-314 c,2,5.960392,0.064,,,,2.9,5378,1.02,0.95,,,Transit,http://exoplanet.eu/catalog/kepler-314_c/
Kepler-149 b,3,29.198943,0.184,,,,4.21,5381,,0.95,,,Transit,http://exoplanet.eu/catalog/kepler-149_b/
